id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
1669,INV-202508-001669,1842.0,107,7,58247.8,2025-08-03,2025-09-02,Digitized grid-enabled data-warehouse,30536739f7321e3e0536cd2aae7fb7ca,approved,False,
1670,INV-202510-001670,1843.0,107,3,523193.84,2025-10-08,2025-11-07,Virtual neutral productivity,979d5d775a7edceb3087994f5dbe3a82,approved,False,
1671,INV-202506-001671,1844.0,107,7,101877.33,2025-06-09,2025-07-09,Reactive intangible focus group,7824cda5366230a6420d9855687eb885,approved,False,
1672,INV-202601-001672,1845.0,107,1,225505.2,2026-01-13,2026-02-12,Cloned hybrid core,c1241f705ff66a1ce57ed08f8ed34778,paid,False,
1673,INV-202509-001673,1846.0,157,2,185417.11,2025-09-02,2025-10-02,Robust value-added paradigm,ea6b54d75cb8dbb9c95fef3eedd254ec,paid,False,
1674,INV-202506-001674,1847.0,157,8,31675.61,2025-06-16,2025-07-16,Phased grid-enabled encoding,1e174e4ce13d8999bed9602da1b73ce5,paid,False,
1675,INV-202603-001675,1848.0,157,7,88578.29,2026-03-12,2026-04-11,Proactive client-driven matrices,05d7ffc6da5b145aed25bcde56b58a8b,approved,False,
1676,INV-202509-001676,1849.0,90,8,534360.32,2025-09-20,2025-10-20,Balanced stable migration,431c322fb800c8d8c0c0d8e27d287f0a,approved,False,
1677,INV-202509-001677,1850.0,90,3,175584.75,2025-09-06,2025-10-06,Persevering mobile extranet,af681eea6884e23c5d38193a6ae231b4,approved,False,
1678,INV-202601-001678,1852.0,90,6,255719.76,2026-01-18,2026-02-17,Exclusive 24hour standardization,2c626dee150915b53209d90a1dd63fc6,paid,False,
1679,INV-202506-001679,1853.0,90,3,393100.12,2025-06-27,2025-07-27,Up-sized real-time circuit,c587833c0bf71f0148de440ce1060d3a,approved,False,
1680,INV-202509-001680,1854.0,138,1,836982.73,2025-09-11,2025-10-11,Multi-channeled full-range moratorium,02ce875d77784821210c99ed68e54bd1,paid,False,
1681,INV-202508-001681,1855.0,138,2,510174.19,2025-08-19,2025-09-18,Future-proofed local middleware,f1aceb8cff69a6b3617f774eace88995,paid,False,
1682,INV-202505-001682,1856.0,138,2,236062.01,2025-05-04,2025-06-03,User-centric multimedia solution,c9380ddbef039924b658499a738bb852,paid,False,
1683,INV-202603-001683,1857.0,107,2,580636.6,2026-03-14,2026-04-13,Centralized background knowledgebase,28e7c49a00ae88cf30fb4d1cb5dea516,approved,False,
1684,INV-202505-001684,1858.0,107,3,235521.46,2025-05-12,2025-06-11,Future-proofed tertiary paradigm,efb04aaf4ef9c4085341b3db8d1dd530,approved,False,
1685,INV-202602-001685,1859.0,107,3,94932.19,2026-02-18,2026-03-20,User-centric multi-state hub,110150b2438dd9498532b158c718efc0,approved,False,
1686,INV-202601-001686,1860.0,107,7,262267.21,2026-01-27,2026-02-26,Operative zero-defect adapter,086f3df724b40b648d35023ff6389c4f,approved,False,
1687,INV-202507-001687,1861.0,107,3,371268.55,2025-07-26,2025-08-25,Operative bi-directional instruction set,01b83a2991482ff5a3c9923d3706d4e5,paid,False,
1688,INV-202511-001688,1863.0,107,8,184687.0,2025-11-25,2025-12-25,Synergized system-worthy productivity,f287014a0a22334b18404228c0fb2acd,approved,False,
1689,INV-202505-001689,1864.0,130,5,41388.58,2025-05-30,2025-06-29,Robust tertiary strategy,3b2647c219ce462c02d4c075eb0ee640,approved,False,
1690,INV-202505-001690,1865.0,130,6,75772.67,2025-05-06,2025-06-05,Down-sized well-modulated approach,e0069a64ab0ac2a677759ff7377d8033,approved,True,dilution
1691,INV-202510-001691,1866.0,130,1,84496.95,2025-10-23,2025-11-22,Seamless uniform help-desk,7bcd9c8f2c3c670d746bc94864a74ec0,approved,False,
1692,INV-202504-001692,1867.0,161,1,181084.98,2025-04-02,2025-05-02,Proactive uniform frame,909fdc9d2f334eac442550f1b82bb97c,paid,False,
1693,INV-202508-001693,1868.0,161,6,420051.91,2025-08-26,2025-09-25,Diverse stable function,7dbb37f0418b4bf81dda086cc55cd76f,paid,False,
1694,INV-202602-001694,1869.0,161,1,158234.55,2026-02-04,2026-03-06,Cloned neutral artificial intelligence,68ffa68a98ac5cfb4ec57fed181d57df,approved,False,
1695,INV-202508-001695,1870.0,161,6,164393.71,2025-08-07,2025-09-06,Optional tangible hierarchy,47df6bbe97134284ff3fb8e7134ca873,approved,False,
1696,INV-202510-001696,1871.0,127,3,165037.23,2025-10-19,2025-11-18,Horizontal hybrid website,4e71264bbc8764edc11e59bbe8180d29,approved,False,
1697,INV-202504-001697,1872.0,127,8,203349.22,2025-04-16,2025-05-16,Decentralized analyzing success,1705381b82248bcde8f46db667637895,approved,False,
1698,INV-202509-001698,1873.0,127,6,114399.44,2025-09-12,2025-10-12,Fully-configurable encompassing benchmark,80bfc0d4fde6ce9b35f508b8ba6e9459,approved,False,
1699,INV-202509-001699,1874.0,127,3,37431.5,2025-09-06,2025-10-06,Distributed mobile database,6c079ee168170a4def2afa79a9628800,approved,False,
1700,INV-202508-001700,1875.0,127,4,216901.9,2025-08-05,2025-09-04,Persevering uniform encoding,b72e204059c12f3af17f6a817c1ad883,approved,False,
1701,INV-202511-001701,1876.0,127,7,145459.33,2025-11-24,2025-12-24,Fundamental 24/7 Internet solution,4b13ab3a3ade5fe70c7f240d19800dd7,paid,False,
1702,INV-202602-001702,1878.0,127,8,56896.69,2026-02-07,2026-03-09,Right-sized context-sensitive application,c7f4136b7d15af6d14c0c49360861655,approved,False,
1703,INV-202503-001703,1879.0,127,1,59434.21,2025-03-11,2025-04-10,Quality-focused maximized strategy,7f3a5fe1389eadbad715d3eecdc56540,approved,False,
1704,INV-202602-001704,1880.0,127,1,142109.06,2026-02-14,2026-03-16,Digitized exuding analyzer,349a981fe862b207c77f4f3ea4cbcb46,paid,False,
1705,INV-202511-001705,1881.0,127,2,201224.36,2025-11-16,2025-12-16,Team-oriented regional core,0cefefc07195d261c744127b0b5b97f6,approved,True,dilution
1706,INV-202508-001706,1882.0,127,1,105280.83,2025-08-23,2025-09-22,Function-based directional encoding,0aba12a411a6562b0aa68f9113da9052,approved,False,
1707,INV-202506-001707,1883.0,127,8,110335.08,2025-06-27,2025-07-27,Advanced reciprocal structure,90d990eb7b1bce8b3c6fccd3ad18fd65,approved,False,
1708,INV-202507-001708,1884.0,127,1,192373.36,2025-07-22,2025-08-21,Automated static product,2de502b10bbeeaf8c9172b9d8050a34e,approved,False,
1709,INV-202504-001709,1885.0,110,6,52186.47,2025-04-07,2025-05-07,Enhanced heuristic contingency,cb49bf903c17f734889710757d077c37,approved,False,
1710,INV-202602-001710,1886.0,110,2,74836.02,2026-02-08,2026-03-10,Quality-focused eco-centric matrices,ed8c4d472061db1e949d180f5ba4e872,paid,False,
1711,INV-202511-001711,1887.0,110,6,39034.43,2025-11-03,2025-12-03,Seamless modular system engine,6cb86cdf06465b9e108782291d1dff0e,approved,False,
1712,INV-202604-001712,1888.0,110,8,41782.29,2026-04-11,2026-05-11,Vision-oriented attitude-oriented policy,002fba0501b44beb854f02ad149d621a,approved,False,
1713,INV-202504-001713,1889.0,110,7,47080.97,2025-04-02,2025-05-02,Profound demand-driven moderator,24979ba54b85266da201a122ac3fad30,approved,False,
1714,INV-202509-001714,1890.0,110,8,28166.83,2025-09-14,2025-10-14,Triple-buffered even-keeled throughput,75b6de20ab739fa129aef60f8cd587d1,approved,False,
1715,INV-202601-001715,1891.0,110,3,103070.26,2026-01-01,2026-01-31,Robust mobile system engine,750a395f7d3df7695d00ff6b1914013d,paid,False,
1716,INV-202510-001716,1892.0,110,2,54637.86,2025-10-24,2025-11-23,Grass-roots modular info-mediaries,27c8cecb93da19afbf23eecd6d68799c,approved,False,
1717,INV-202508-001717,1894.0,110,5,55086.3,2025-08-06,2025-09-05,Integrated fault-tolerant website,67415f9013091930974f52cd68651fef,approved,False,
1718,INV-202505-001718,1895.0,110,7,110537.44,2025-05-12,2025-06-11,Networked context-sensitive intranet,83a58473d543aff68ca4a1ba39814d67,approved,False,
1719,INV-202505-001719,1896.0,110,5,113182.87,2025-05-31,2025-06-30,Cross-platform heuristic budgetary management,494b46f454dfb6f5353f43dd4938c341,approved,False,
1720,INV-202506-001720,1898.0,110,8,80740.2,2025-06-15,2025-07-15,Secured fresh-thinking knowledgebase,fbfc4335567e174be759a14a08afbb41,approved,False,
1721,INV-202507-001721,1899.0,156,4,461948.53,2025-07-30,2025-08-29,Universal grid-enabled moderator,1987765250bed26df7cd538e78fb7953,approved,False,
1722,INV-202506-001722,1900.0,156,1,634341.46,2025-06-12,2025-07-12,Devolved cohesive customer loyalty,c05e40fcb47503e4e968e48301d2f122,approved,False,
1723,INV-202504-001723,1901.0,156,7,558508.23,2025-04-12,2025-05-12,Balanced explicit superstructure,4f22b51fa8adb0e9ccaf17b643249f35,paid,False,
1724,INV-202504-001724,1902.0,156,5,281267.33,2025-04-08,2025-05-08,Robust attitude-oriented encoding,997bd7393d1562efc3743a10008b76c5,approved,False,
1725,INV-202510-001725,1904.0,169,3,18613.27,2025-10-14,2025-11-13,Multi-layered hybrid standardization,c774706dc83ae2b8d3d998d2a8b24b49,approved,False,
1726,INV-202512-001726,1905.0,169,5,27256.62,2025-12-23,2026-01-22,Adaptive object-oriented instruction set,8411c6f1079b81134c1d45b3db5fcc4a,approved,False,
1727,INV-202512-001727,1907.0,169,1,28797.8,2025-12-17,2026-01-16,Seamless bandwidth-monitored solution,ddde1910560d9b5f72fdcb1e376a9bcd,paid,False,
1728,INV-202507-001728,1908.0,169,1,11187.37,2025-07-01,2025-07-31,Operative discrete challenge,2ed00fc482dbbb971c0db3b3b4adea7c,approved,False,
1729,INV-202511-001729,1909.0,169,6,19948.52,2025-11-04,2025-12-04,Triple-buffered scalable model,015aed2722b2743fdcd04ccd1a534516,approved,False,
1730,INV-202509-001730,1910.0,169,4,10147.42,2025-09-13,2025-10-13,Persistent attitude-oriented website,530399b971d0132d2dec0c998b8b754e,paid,False,
1731,INV-202506-001731,1911.0,169,1,3137.43,2025-06-10,2025-07-10,Business-focused multimedia Graphic Interface,22b6db3e94b2d90fddb95e864161ff56,paid,False,
1732,INV-202603-001732,1914.0,169,5,7674.98,2026-03-18,2026-04-17,Universal background knowledgebase,7483eb3ea44e9e7db58855ac3cfdfbfe,approved,False,
1733,INV-202512-001733,1915.0,169,4,15952.12,2025-12-19,2026-01-18,Right-sized full-range service-desk,2feb79b505792a364c50ef03826b0fac,approved,False,
1734,INV-202510-001734,1918.0,168,7,627274.16,2025-10-14,2025-11-13,Object-based scalable attitude,b3ab92b585b87b380b3eee90a56151e6,approved,False,
1735,INV-202602-001735,1919.0,155,3,273031.01,2026-02-10,2026-03-12,Extended asynchronous policy,1fbd5019e31fa6db13002c5fc900ffba,approved,False,
1736,INV-202512-001736,1920.0,155,8,107773.69,2025-12-23,2026-01-22,Optional encompassing budgetary management,cd973b4ae27ad267ed5ebffec498d0ca,approved,False,
1737,INV-202505-001737,1921.0,155,3,46756.4,2025-05-28,2025-06-27,Sharable solution-oriented Local Area Network,bd5f1417d1b19bd00a0916a2bc6a6dd5,approved,False,
1738,INV-202505-001738,1922.0,155,4,157035.7,2025-05-02,2025-06-01,Proactive modular leverage,06a45c90984adf8f25f833fae12f68b0,approved,False,
1739,INV-202505-001739,1923.0,155,2,45901.66,2025-05-17,2025-06-16,Upgradable intermediate productivity,542defdf90ff49f9409ddbda38d5584b,approved,False,
1740,INV-202504-001740,1925.0,155,3,168883.17,2025-04-29,2025-05-29,Fundamental tangible flexibility,2c43bad20aa4cbb9959cbe2bdcfba99e,paid,False,
1741,INV-202508-001741,1927.0,155,6,155791.87,2025-08-18,2025-09-17,Organized discrete help-desk,ec0b257bc1f845abdda5ac7835d62098,approved,False,
1742,INV-202505-001742,1928.0,155,1,128478.53,2025-05-16,2025-06-15,De-engineered contextually-based toolset,f39bef76253d6e7a240663669dcd1001,approved,False,
1743,INV-202602-001743,1929.0,155,3,247403.3,2026-02-02,2026-03-04,Diverse explicit extranet,58d10d6b4ac8ecca30e9ff338fdddcf2,approved,False,
1744,INV-202510-001744,1931.0,115,5,67166.62,2025-10-14,2025-11-13,Managed multimedia methodology,3174080d69487c16273510372910da6c,paid,False,
1745,INV-202508-001745,1932.0,115,1,43484.75,2025-08-15,2025-09-14,Face-to-face multi-tasking Graphical User Interface,6cf93fd40e29959590dccf1dd85b4d1a,paid,False,
1746,INV-202507-001746,1933.0,115,8,337395.27,2025-07-26,2025-08-25,Monitored eco-centric model,8b077ed22d2308bcd22d3b0638898733,approved,False,
1747,INV-202603-001747,1934.0,115,1,178981.69,2026-03-26,2026-04-25,Operative 5thgeneration conglomeration,db8a26fdc3edde90a82a7b38b5627b84,approved,False,
1748,INV-202504-001748,1935.0,115,6,166650.24,2025-04-22,2025-05-22,Adaptive tangible productivity,5928a15f223fc8ffeb4626a3b3ac2fd4,approved,False,
1749,INV-202512-001749,1937.0,115,1,250828.57,2025-12-04,2026-01-03,Cloned discrete portal,0a717e350f5f83ea208909aa9931ab8a,approved,False,
1750,INV-202511-001750,1939.0,115,4,171351.74,2025-11-03,2025-12-03,Open-source 5thgeneration architecture,3b065658ab5f4274e4bd32fce5145109,approved,False,
1751,INV-202506-001751,1940.0,115,2,268741.18,2025-06-21,2025-07-21,Compatible heuristic knowledge user,70592989ac4a75143d616da451705006,approved,False,
1752,INV-202505-001752,1941.0,115,1,311841.1,2025-05-29,2025-06-28,Up-sized bottom-line knowledge user,11150ab0fcf4914491e63a3a44071a50,approved,False,
1753,INV-202602-001753,1942.0,115,5,45412.85,2026-02-03,2026-03-05,Balanced grid-enabled hardware,8c6f3b9d97efe7c8d56017796fd761fc,approved,False,
1754,INV-202511-001754,1943.0,115,2,299918.73,2025-11-03,2025-12-03,Networked multi-state functionalities,8b7a122379692a636fdc86eb65de946e,approved,False,
1755,INV-202506-001755,1945.0,127,3,239630.15,2025-06-13,2025-07-13,Decentralized national neural-net,39f6f1245930bd48dadb0a0e81286332,paid,False,
1756,INV-202601-001756,1946.0,127,4,317788.06,2026-01-01,2026-01-31,Re-engineered non-volatile help-desk,e7a1dde8f48c68666f88afdf41004456,approved,False,
1757,INV-202602-001757,1947.0,127,1,200741.57,2026-02-27,2026-03-29,Realigned methodical framework,097434a4c58806abc419d09dd884f903,approved,False,
1758,INV-202509-001758,1948.0,127,7,382403.87,2025-09-18,2025-10-18,Extended optimal service-desk,03223d1bd1a364a58f8a3599480b5a0a,paid,False,
1759,INV-202511-001759,1949.0,127,1,121873.08,2025-11-22,2025-12-22,Right-sized user-facing knowledge user,92f536939e2f58615315c401ad6e2af8,approved,False,
1760,INV-202512-001760,1950.0,127,1,285516.67,2025-12-16,2026-01-15,Phased global website,842b962f7553062190f94280fa75cf66,approved,False,
1761,INV-202601-001761,1951.0,127,8,74102.02,2026-01-16,2026-02-15,Progressive content-based array,e1f3e2cf506bafc88a12c81e2497a209,approved,False,
1762,INV-202512-001762,1952.0,127,4,383424.65,2025-12-03,2026-01-02,Automated cohesive hub,810c2c3d9dab6819af8d18cc9619d1dd,paid,False,
1763,INV-202510-001763,1953.0,127,3,179460.54,2025-10-13,2025-11-12,Inverse tangible website,5ba3cd9fa93f113ac8e51fd145340481,approved,False,
1764,INV-202510-001764,1954.0,127,5,396097.02,2025-10-24,2025-11-23,Upgradable high-level strategy,b1ec97eedc3e803c7a24f8279e5c07e6,approved,False,
1765,INV-202601-001765,1955.0,127,4,134406.15,2026-01-09,2026-02-08,Configurable user-facing flexibility,f978402733a4b1136226ea88c1a1f932,approved,False,
1766,INV-202601-001766,1956.0,127,7,73623.21,2026-01-30,2026-03-01,Customer-focused logistical database,5011a4bdeb2e1aae8c9aa45be4f05389,approved,True,dilution
1767,INV-202601-001767,1957.0,139,3,220093.69,2026-01-09,2026-02-08,Face-to-face zero tolerance data-warehouse,ba1027f9c2fcd656fad2619a16036b66,approved,False,
1768,INV-202601-001768,1958.0,139,4,201560.81,2026-01-09,2026-02-08,Visionary intermediate leverage,5e16d309505f62e64f5b5bf8392c41ae,approved,False,
1769,INV-202511-001769,1959.0,139,7,177231.51,2025-11-22,2025-12-22,Assimilated scalable portal,b009cb91f018dde289456cc5b4670027,approved,False,
1770,INV-202504-001770,1960.0,139,5,135158.26,2025-04-26,2025-05-26,Networked dynamic solution,f62a39ec8cddc92a8a277042485f895c,approved,False,
1771,INV-202504-001771,1961.0,139,3,90024.28,2025-04-15,2025-05-15,Quality-focused explicit functionalities,e71b4c3aa16185fc28433cf44caeeb11,approved,False,
1772,INV-202505-001772,1962.0,139,2,161938.48,2025-05-27,2025-06-26,Self-enabling 3rdgeneration installation,87098227f982ebf33ecf5b4d1f12a131,approved,False,
1773,INV-202508-001773,1963.0,139,1,105838.6,2025-08-02,2025-09-01,Quality-focused solution-oriented adapter,19295507b030b6806ff40ff1a5581af6,approved,False,
1774,INV-202602-001774,1964.0,139,4,53462.71,2026-02-02,2026-03-04,Assimilated content-based data-warehouse,3f54abe3754add9c9836edc949680a56,approved,False,
1775,INV-202504-001775,1965.0,139,7,128394.82,2025-04-25,2025-05-25,Cloned holistic ability,6f9b9b2a6a59e12c81d401b9fa44b44e,paid,False,
1776,INV-202512-001776,1966.0,139,2,82448.28,2025-12-11,2026-01-10,Reactive static capacity,6a9ed54802872274d4a5183f6cf5162d,approved,False,
1777,INV-202510-001777,1967.0,139,3,90128.02,2025-10-14,2025-11-13,Integrated high-level strategy,e796e4bc6db806b0b37f4881bcd1e591,paid,False,
1778,INV-202509-001778,1969.0,139,8,155111.6,2025-09-30,2025-10-30,User-friendly homogeneous access,9ce63770b1d4806960ad84b4f63d57b9,approved,False,
1779,INV-202510-001779,1970.0,133,8,694377.87,2025-10-10,2025-11-09,Horizontal value-added monitoring,ab9662f26e7f86c81586c8cc70481c26,approved,False,
1780,INV-202511-001780,1971.0,133,2,601662.64,2025-11-08,2025-12-08,Upgradable content-based throughput,2660f0d04e6607180115a812c5ba24a9,approved,False,
1781,INV-202601-001781,1972.0,133,7,662709.03,2026-01-27,2026-02-26,Intuitive disintermediate toolset,47b40811f8357eb6634d4fc3196c4a5f,approved,False,
1782,INV-202509-001782,1973.0,133,4,537274.05,2025-09-16,2025-10-16,Managed systematic projection,614f996e4064213f445141fb6a206400,approved,False,
1783,INV-202603-001783,1974.0,133,1,422289.62,2026-03-27,2026-04-26,Ameliorated zero tolerance paradigm,80241710ee5ffed81a301205016be89b,approved,False,
1784,INV-202601-001784,1975.0,133,3,705739.6,2026-01-12,2026-02-11,Fully-configurable empowering core,8816f7f4d5db3339a87e1d69b9adeed1,approved,False,
1785,INV-202510-001785,1976.0,133,3,121785.94,2025-10-03,2025-11-02,Multi-lateral attitude-oriented structure,a4bec4c0b4b3a33b12543ab1df29a807,approved,False,
1786,INV-202508-001786,1978.0,133,3,133552.2,2025-08-10,2025-09-09,Profound holistic customer loyalty,b16ac9699e670b2e0f8d5b8248e1ba89,approved,False,
1787,INV-202510-001787,1979.0,133,3,615711.13,2025-10-16,2025-11-15,Operative eco-centric focus group,f937e5f6d7719017fa8cdc8918e2bc53,approved,True,dilution
1788,INV-202510-001788,1980.0,133,3,470975.66,2025-10-07,2025-11-06,Down-sized grid-enabled policy,90f4a5959b9f1393f45b8697b2ff82bf,approved,False,
1789,INV-202510-001789,1981.0,133,2,517128.88,2025-10-12,2025-11-11,Innovative tertiary ability,4b1a5b3ea8328db2a62c7b54c48165ad,paid,False,
1790,INV-202504-001790,1982.0,133,1,210965.77,2025-04-01,2025-05-01,Organic composite structure,852ea02da7c41fbcf06ca4d43e0b0d2c,approved,False,
1791,INV-202509-001791,1983.0,126,2,1005591.0,2025-09-08,2025-10-08,Multi-tiered maximized methodology,40875b7e2162000a71211c5761b6bb55,paid,False,
1792,INV-202504-001792,1984.0,126,6,585846.17,2025-04-17,2025-05-17,Assimilated analyzing utilization,7ec033e5725f3c3ba0838702c677669d,paid,False,
1793,INV-202601-001793,1985.0,126,6,248864.98,2026-01-01,2026-01-31,Fundamental mobile matrix,349eef41c585b55ca908fecd23302796,paid,False,
1794,INV-202511-001794,1986.0,126,8,1268808.01,2025-11-06,2025-12-06,Customer-focused tangible matrices,649115226a47fd4db7136696d57f45cc,approved,False,
1795,INV-202510-001795,1987.0,126,1,846337.28,2025-10-02,2025-11-01,Focused 5thgeneration attitude,5a9b7e3f7668bc105cc2693ad589ac33,approved,False,
1796,INV-202511-001796,1988.0,126,4,427806.19,2025-11-13,2025-12-13,Persevering asymmetric focus group,1a56b6906fbdeeb00088d072b9498ecf,paid,False,
1797,INV-202601-001797,1989.0,126,4,720478.72,2026-01-20,2026-02-19,Object-based even-keeled hardware,2c040b4e5d5fbf71ae92bf94466eb36d,approved,False,
1798,INV-202504-001798,1990.0,102,3,307159.99,2025-04-17,2025-05-17,Operative static moratorium,b5f8b409e33e8feb12c8c1d0d1964c68,paid,False,
1799,INV-202507-001799,1992.0,102,5,284412.44,2025-07-28,2025-08-27,Networked 24hour workforce,c71ce934e988520ef4d5ba9f690e8ab1,approved,False,
1800,INV-202511-001800,1994.0,102,2,287884.49,2025-11-20,2025-12-20,Distributed national pricing structure,f66b99d6177bf86d816b0329af7493a8,paid,False,
1801,INV-202507-001801,1995.0,102,8,51315.83,2025-07-17,2025-08-16,Optimized demand-driven analyzer,d13d712a85e9b113c7b5ea15dae1d0cc,approved,False,
1802,INV-202512-001802,1996.0,102,4,147222.97,2025-12-31,2026-01-30,Stand-alone next generation concept,7762ba934dcc63ee7d75ff054aa6b69a,paid,False,
1803,INV-202602-001803,1997.0,102,4,111787.08,2026-02-23,2026-03-25,Inverse composite software,699e4052d48e5fbdb3573aade0582a73,approved,False,
1804,INV-202511-001804,1998.0,102,5,261110.53,2025-11-21,2025-12-21,Enterprise-wide 5thgeneration superstructure,36617f2cdcffeccea408f08a2f89509c,approved,False,
1805,INV-202604-001805,1999.0,102,5,315566.1,2026-04-26,2026-05-26,Down-sized empowering migration,565a2a90612e724d93661252e013c756,approved,False,
1806,INV-202511-001806,2000.0,102,2,197570.09,2025-11-14,2025-12-14,Devolved mission-critical alliance,68ce7be0e9c4b1ae108c63c665bdf9ac,approved,False,
1807,INV-202511-001807,2001.0,102,4,251657.5,2025-11-16,2025-12-16,Versatile heuristic groupware,ea831910e62e507701f6d5f5d3708cac,approved,False,
1808,INV-202603-001808,2002.0,102,1,66964.43,2026-03-12,2026-04-11,Phased background orchestration,af2c92c42c3442b111b1350592dcacd5,approved,False,
1809,INV-202503-001809,2003.0,102,1,315558.83,2025-03-29,2025-04-28,Reverse-engineered logistical initiative,1882fd76b25adf9d5ff45cceeff4546c,approved,False,
1810,INV-202505-001810,2005.0,167,3,452973.02,2025-05-06,2025-06-05,Configurable optimizing knowledge user,789ae5d8723a9378c71c2acac8f86688,approved,False,
1811,INV-202602-001811,2006.0,167,3,102219.54,2026-02-10,2026-03-12,Advanced bottom-line concept,a9145aa1008933e3c4b59dd399562d87,approved,False,
1812,INV-202506-001812,2007.0,167,1,135335.53,2025-06-24,2025-07-24,Devolved national groupware,5d384eb79e491ca2981b767eb3377bb3,approved,False,
1813,INV-202508-001813,2008.0,167,1,742245.53,2025-08-26,2025-09-25,Decentralized mission-critical service-desk,fa2a235f826602da1697b5b4076b7981,approved,False,
1814,INV-202601-001814,2009.0,167,1,732957.75,2026-01-06,2026-02-05,Team-oriented uniform budgetary management,3da352e4f18239f10752b19325673d48,approved,False,
1815,INV-202512-001815,2010.0,167,8,244536.34,2025-12-24,2026-01-23,Reduced dedicated Internet solution,9a016c9584720794a00488749a385b35,paid,False,
1816,INV-202507-001816,2011.0,167,2,524021.78,2025-07-16,2025-08-15,User-friendly leadingedge instruction set,000eccbdb56e793ec5d3888e1bc78b80,paid,False,
1817,INV-202508-001817,2012.0,167,2,409243.39,2025-08-18,2025-09-17,Centralized hybrid focus group,75294407fa22e6267783763b1845ffc8,approved,False,
1818,INV-202510-001818,2013.0,167,2,467951.61,2025-10-09,2025-11-08,Persevering homogeneous toolset,a3e039190b454de122be850133c0367a,paid,False,
1819,INV-202509-001819,2014.0,167,1,526375.26,2025-09-04,2025-10-04,Public-key holistic migration,560f18f4ff1eb7f710bce9418ca0fc93,approved,False,
1820,INV-202505-001820,2015.0,167,1,197802.17,2025-05-01,2025-05-31,Customer-focused directional superstructure,edc7390dbd1389066fc90088cad57cea,approved,False,
1821,PHANTOM-202602-001821,,154,5,2116348.83,2026-02-23,2026-03-25,Grass-roots user-facing adapter [PHANTOM],1e5fe78a83d51256cc1d72be7a9264de,pending,True,phantom
1822,PHANTOM-202602-001822,,54,2,392046.18,2026-02-23,2026-03-25,Fundamental transitional flexibility [PHANTOM],3958f9b276226d6bbc142068ad6c8854,pending,True,phantom
1823,PHANTOM-202602-001823,,123,8,346347.8,2026-02-23,2026-03-25,Devolved bottom-line flexibility [PHANTOM],1b5152ba09b26653763848f9c57d3895,approved,True,phantom
1824,PHANTOM-202602-001824,,158,6,377772.38,2026-02-23,2026-03-25,Compatible discrete monitoring [PHANTOM],9a7cf6eb2225f75a7077157064910dca,approved,True,phantom
1825,PHANTOM-202602-001825,,133,1,1331136.91,2026-02-23,2026-03-25,Pre-emptive content-based algorithm [PHANTOM],8b1a8a01c31b158d562cbeda58167089,pending,True,phantom
1826,PHANTOM-202602-001826,,37,7,295577.63,2026-02-23,2026-03-25,Multi-lateral maximized conglomeration [PHANTOM],a0a93b6589d92cd4e5d9aff8b7481e11,approved,True,phantom
1827,PHANTOM-202602-001827,,89,5,53486.0,2026-02-23,2026-03-25,Quality-focused uniform budgetary management [PHANTOM],ec4f9a535c406ec0747863f37a602ff1,approved,True,phantom
1828,PHANTOM-202602-001828,,116,4,690651.46,2026-02-23,2026-03-25,Automated foreground utilization [PHANTOM],6dbe9de8c7b73f4a53ac134df27e557f,pending,True,phantom
1829,PHANTOM-202602-001829,,73,7,1407716.07,2026-02-23,2026-03-25,Compatible fault-tolerant extranet [PHANTOM],3ceee82d7c00c14409eedc0a8004e279,approved,True,phantom
1830,PHANTOM-202602-001830,,112,3,86453.66,2026-02-23,2026-03-25,Decentralized heuristic approach [PHANTOM],a035762b9df52186bdf6b4c0747ef005,pending,True,phantom
1831,PHANTOM-202602-001831,,114,3,202316.86,2026-02-23,2026-03-25,Expanded well-modulated Graphic Interface [PHANTOM],52e1ea788b37323c6bed0351999f1397,pending,True,phantom
1832,PHANTOM-202602-001832,,91,3,19507846.3,2026-02-23,2026-03-25,Operative dynamic open architecture [PHANTOM],fc84991c2c0131e4ecb53a64910148fd,pending,True,phantom
1833,PHANTOM-202602-001833,,103,6,9734319.87,2026-02-23,2026-03-25,Secured incremental groupware [PHANTOM],a7f1c87d7c261127327b1b6df283e369,approved,True,phantom
1834,PHANTOM-202602-001834,,147,1,588603.69,2026-02-23,2026-03-25,Configurable impactful strategy [PHANTOM],2ae6623075d1ba22655413285d50393d,approved,True,phantom
1835,PHANTOM-202602-001835,,41,7,10359396.19,2026-02-23,2026-03-25,Right-sized bi-directional moratorium [PHANTOM],25dc22fb1f29e4294efd589197d2253d,pending,True,phantom
1836,PHANTOM-202602-001836,,37,7,32965367.82,2026-02-23,2026-03-25,Multi-channeled 5thgeneration migration [PHANTOM],d63e6e7c64171f4a379dc1265c94de72,pending,True,phantom
1837,PHANTOM-202602-001837,,77,3,9330538.5,2026-02-23,2026-03-25,Ergonomic mission-critical structure [PHANTOM],28140a5a2edca0eb316c571e41072895,pending,True,phantom
1838,PHANTOM-202602-001838,,133,3,1269468.01,2026-02-23,2026-03-25,Grass-roots empowering policy [PHANTOM],6a7cc4eda891be51d75b069439192946,pending,True,phantom
